Customer ID,Account Balance,Overdraft Flag,Transaction Amount,Report Amount,Currency,Country,Transaction Date,Risk Score,Compliance Remarks,Risk Type
519,3215.1951926223387,False,16443.842180398507,16514.98046113202,CAD,Canada,2024-04-14 19:44:40.640175,4,,Large Cross-Border Transaction
486,64435.55436957767,False,7614.595950076171,7614.595950076171,EUR,Afghanistan,2024-10-28 19:44:40.640175,1,,Low Risk
197,94733.60562722036,False,15514.480899997296,15612.313218515621,INR,USA,2025-01-07 19:44:40.640175,1,,Low Risk
275,51678.40479528941,False,19289.888311477225,19289.888311477225,AUD,India,2024-03-09 19:44:40.640175,8,,"Invalid Currency, Transaction Older Than 1 Year, Large Cross-Border Transaction"
366,9807.931727699777,False,4083.291517962505,4083.291517962505,CAD,Afghanistan,2024-11-19 19:44:40.640175,1,,Low Risk
545,3449.8902301043604,False,10471.359327582879,10471.359327582879,GBP,Japan,2025-01-30 19:44:40.640175,4,,Large Cross-Border Transaction
664,69124.68003643634,True,5749.887782110665,5749.887782110665,AUD,Iran,2024-09-14 19:44:40.640175,6,,"Invalid Currency, High-Risk Country Transaction"
535,11778.114266765571,False,15859.15983648645,15859.15983648645,GBP,Syria,2024-11-02 19:44:40.640175,4,Mandatory compliance review required for cross-border transfer.,Large Cross-Border Transaction
255,96950.09628420934,False,11556.091383964338,11603.253174093472,USD,India,2024-12-25 19:44:40.640175,4,,Large Cross-Border Transaction
86,14063.26042496632,False,12695.302526830572,12695.302526830572,GBP,Germany,2024-12-29 19:44:40.641172,1,,Low Risk
868,60682.263059993034,False,15960.304050721723,15960.304050721723,AUD,Japan,2024-07-23 19:44:40.641172,6,,"Invalid Currency, Large Cross-Border Transaction"
181,78009.56703117663,False,7925.449748522473,7925.449748522473,JPY,USA,2024-12-07 19:44:40.641172,1,,Low Risk
878,93279.57548706593,False,18302.650467456795,18302.650467456795,JPY,Iran,2024-12-21 19:44:40.641172,7,Mandatory compliance review required for cross-border transfer.,"High-Risk Country Transaction, Large Cross-Border Transaction"
149,-420.29417206548766,False,10665.247056250339,10665.247056250339,CHF,Iran,2024-04-02 19:44:40.641172,10,Mandatory compliance review required for cross-border transfer.,"Unauthorized Overdraft, Invalid Currency, High-Risk Country Transaction, Large Cross-Border Transaction"
338,10202.155344666746,False,3167.5169084786066,3167.5169084786066,CAD,Australia,2025-03-02 19:44:40.641172,1,,Low Risk
614,94985.01133786321,False,13921.02337219436,13921.02337219436,EUR,Japan,2025-03-17 19:44:40.641172,4,,Large Cross-Border Transaction
91,96221.03759260674,False,15867.294395260706,15867.294395260706,CHF,USA,2024-08-14 19:44:40.641172,3,,Invalid Currency
549,18241.611908462422,False,6342.065924579858,6342.065924579858,USD,India,2024-05-18 19:44:40.641172,1,,Low Risk
49,51881.1322711373,False,17145.01334740507,17145.01334740507,INR,India,2024-12-26 19:44:40.641172,4,,Large Cross-Border Transaction
921,49262.41767864586,False,18123.80366276767,18123.80366276767,CHF,Syria,2024-09-24 19:44:40.641172,6,Mandatory compliance review required for cross-border transfer.,"Invalid Currency, Large Cross-Border Transaction"
39,77575.20890783156,False,5545.3207026824,5545.3207026824,CAD,India,2024-04-15 19:44:40.641172,1,,Low Risk
542,18738.34888271498,False,19670.594239577287,19670.594239577287,EUR,Iran,2024-02-24 19:44:40.641172,9,Mandatory compliance review required for cross-border transfer.,"High-Risk Country Transaction, Transaction Older Than 1 Year, Large Cross-Border Transaction"
555,32585.81387047203,False,2822.8234456946807,2828.9610357627635,USD,India,2024-04-05 19:44:40.641172,1,,Low Risk
206,19604.774481024644,False,4048.2932113657744,4048.2932113657744,AUD,Australia,2024-07-20 19:44:40.641172,3,,Invalid Currency
226,71488.13267773623,False,3692.654536368142,3692.654536368142,USD,France,2024-09-30 19:44:40.641172,1,,Low Risk
438,69633.3766878298,True,17880.85430305733,17880.85430305733,AUD,North Korea,2024-11-30 19:44:40.641172,9,Mandatory compliance review required for cross-border transfer.,"Invalid Currency, High-Risk Country Transaction, Large Cross-Border Transaction"
32,30493.800071657817,False,13089.308120975988,13098.542235747904,CAD,Australia,2025-01-11 19:44:40.641172,4,,Large Cross-Border Transaction
638,63376.7453462409,False,3050.5646216132345,3050.5646216132345,EUR,France,2024-10-16 19:44:40.641172,1,,Low Risk
95,8115.351191598056,False,8812.065133183296,8812.065133183296,CHF,USA,2024-05-28 19:44:40.641172,3,,Invalid Currency
433,7472.276817066347,False,12309.807521145343,12309.807521145343,EUR,Germany,2024-07-29 19:44:40.641172,1,,Low Risk
2,66553.2023475504,False,1678.447058937772,1678.447058937772,GBP,Canada,2024-09-17 19:44:40.641172,1,,Low Risk
511,24316.732268266514,False,17649.5032044627,17649.5032044627,INR,Germany,2024-07-23 19:44:40.641172,1,,Low Risk
303,54607.1172526619,False,16074.034673476288,16074.034673476288,JPY,Germany,2024-10-08 19:44:40.641172,1,,Low Risk
487,96365.63571121635,False,10109.083403796998,10109.083403796998,GBP,Canada,2025-02-17 19:44:40.641172,4,,Large Cross-Border Transaction
611,90644.80307096413,False,19342.861039030817,19381.228354318122,USD,UK,2024-07-11 19:44:40.641172,1,,Low Risk
535,80639.50785132682,False,8361.041975709242,8361.041975709242,INR,Russia,2024-05-25 19:44:40.641172,4,,High-Risk Country Transaction
390,-431.57497331000775,False,19682.365277539593,19682.365277539593,INR,France,2024-08-15 19:44:40.641172,7,,"Unauthorized Overdraft, Large Cross-Border Transaction"
853,90011.8623206257,False,13361.720776084505,13361.720776084505,EUR,Canada,2025-02-19 19:44:40.641172,4,,Large Cross-Border Transaction
730,3239.7756501047515,False,12697.07875234629,12697.07875234629,INR,UK,2024-07-09 19:44:40.641172,1,,Low Risk
734,12553.801852206358,False,3327.438356962742,3327.438356962742,CAD,Japan,2024-08-02 19:44:40.641172,1,,Low Risk
297,34273.96669671916,True,17639.735888509833,17639.735888509833,INR,France,2024-08-20 19:44:40.641172,4,,Large Cross-Border Transaction
512,99687.73775941014,False,8555.518861533097,8555.518861533097,USD,Russia,2024-07-24 19:44:40.641172,4,,High-Risk Country Transaction
810,5570.68771832093,False,3253.0457815917625,3253.0457815917625,CAD,India,2024-07-21 19:44:40.641172,1,,Low Risk
990,34146.27367127648,False,262.0243243154232,262.0243243154232,CAD,Germany,2025-03-03 19:44:40.641172,1,,Low Risk
949,94733.60562722036,False,11199.516115931268,11199.516115931268,GBP,Australia,2024-08-25 19:44:40.641172,4,,Large Cross-Border Transaction
584,52498.68781806844,False,10552.7184462323,10552.7184462323,INR,Germany,2024-08-25 19:44:40.641172,1,,Low Risk
679,29385.458253075223,False,14389.87891115948,14389.87891115948,EUR,Afghanistan,2025-01-10 19:44:40.641172,4,Mandatory compliance review required for cross-border transfer.,Large Cross-Border Transaction
225,1537.9095141126113,False,17806.258479825865,17806.258479825865,AUD,Syria,2024-10-12 19:44:40.641172,6,Mandatory compliance review required for cross-border transfer.,"Invalid Currency, Large Cross-Border Transaction"
650,54716.35690639364,False,1597.33762701416,1597.33762701416,GBP,Canada,2024-09-26 19:44:40.641172,1,,Low Risk
210,38671.653516297345,False,14632.614841903844,14632.614841903844,EUR,India,2025-03-12 19:44:40.641172,4,,Large Cross-Border Transaction
112,59168.41603091843,False,3756.3647625106687,3789.613470474569,INR,Russia,2024-03-25 19:44:40.641172,1,,Low Risk
740,16345.43224055464,False,17164.959292611707,17164.959292611707,GBP,India,2024-05-28 19:44:40.641172,4,,Large Cross-Border Transaction
745,25864.492421789488,False,16383.079642094506,16383.079642094506,INR,India,2024-06-30 19:44:40.641172,4,,Large Cross-Border Transaction
503,8961.383122329855,False,10820.467162161032,10914.526930000113,USD,Afghanistan,2025-03-15 19:44:40.641172,4,Mandatory compliance review required for cross-border transfer.,Large Cross-Border Transaction
562,20721.48504888426,False,14207.753544479998,14310.222421346642,GBP,Australia,2024-06-21 19:44:40.641172,4,,Large Cross-Border Transaction
331,36013.16600685354,False,6293.85876254313,6293.85876254313,EUR,Australia,2024-09-11 19:44:40.641172,1,,Low Risk
748,63150.74873712656,False,9428.646299666965,9428.646299666965,USD,Iran,2024-05-16 19:44:40.641172,4,,High-Risk Country Transaction
392,45383.55459132796,False,16434.521585232327,16434.521585232327,JPY,Australia,2024-07-07 19:44:40.641172,4,,Large Cross-Border Transaction
769,31241.03457277527,False,9190.711291492546,9238.007956849202,EUR,India,2025-01-29 19:44:40.641172,1,,Low Risk
712,39370.46269420937,False,7162.387323855582,7162.387323855582,AUD,Germany,2024-05-27 19:44:40.641172,3,,Invalid Currency
709,81006.45714087802,False,9889.306820533495,9889.306820533495,CHF,Japan,2024-12-17 19:44:40.641172,3,,Invalid Currency
513,25253.05135295388,False,16566.702556219996,16566.702556219996,INR,UK,2024-05-23 19:44:40.641172,1,,Low Risk
451,83509.53065624998,False,6710.808866943746,6745.420697394429,EUR,Canada,2024-05-17 19:44:40.641172,1,,Low Risk
283,61100.942239919095,False,3483.4942467835185,3483.4942467835185,JPY,France,2024-12-21 19:44:40.641172,1,,Low Risk
365,71246.70421261883,False,14243.160266412307,14243.160266412307,EUR,Afghanistan,2024-10-30 19:44:40.641172,4,Mandatory compliance review required for cross-border transfer.,Large Cross-Border Transaction
189,45967.662048202306,False,16521.304472034557,16521.304472034557,USD,Australia,2024-05-20 19:44:40.641172,4,,Large Cross-Border Transaction
125,66285.9762069628,False,2021.7431956854314,2021.7431956854314,CAD,Russia,2025-03-05 19:44:40.641172,1,,Low Risk
688,18264.314223989353,False,4805.083513991335,4810.26282998907,CHF,Japan,2024-11-17 19:44:40.641172,3,,Invalid Currency
791,17402.86680401052,False,2848.020075322268,2848.020075322268,EUR,Iran,2024-10-20 19:44:40.641172,1,,Low Risk
940,32387.972908873446,False,6965.348817527511,6965.348817527511,GBP,Australia,2025-03-17 19:44:40.641172,1,,Low Risk
487,53258.13717800503,False,9012.516068319199,9015.282774373498,AUD,India,2024-02-27 19:44:40.641172,5,,"Invalid Currency, Transaction Older Than 1 Year"
936,61100.942239919095,False,14979.038475896496,14979.038475896496,JPY,Japan,2024-04-23 19:44:40.641172,4,,Large Cross-Border Transaction
907,69731.87252542727,True,13026.440221784665,13026.440221784665,EUR,Canada,2024-04-19 19:44:40.641172,4,,Large Cross-Border Transaction
877,76046.76320297968,False,12422.36206389384,12497.11214311252,JPY,Australia,2024-04-21 19:44:40.641172,4,,Large Cross-Border Transaction
651,76384.2188365601,False,7053.975182726992,7053.975182726992,CAD,Australia,2024-12-25 19:44:40.641172,1,,Low Risk
868,92944.66131384582,False,16830.53658616435,16830.53658616435,USD,Syria,2024-06-27 19:44:40.641172,4,Mandatory compliance review required for cross-border transfer.,Large Cross-Border Transaction
614,21013.997401337358,False,9431.03047628931,9431.03047628931,GBP,North Korea,2025-01-17 19:44:40.641172,4,,High-Risk Country Transaction
799,6201.688189500888,False,19582.307710922938,19582.307710922938,INR,Afghanistan,2024-10-08 19:44:40.641172,4,Mandatory compliance review required for cross-border transfer.,Large Cross-Border Transaction
956,31999.432395282445,False,12686.50134453178,12686.50134453178,EUR,Australia,2025-01-18 19:44:40.641172,4,,Large Cross-Border Transaction
311,69695.41730530154,False,2534.03218387441,2545.3072993176984,USD,Afghanistan,2024-06-26 19:44:40.641172,1,,Low Risk
408,64552.76176190404,False,13526.789465887925,13526.789465887925,CHF,Iran,2024-10-29 19:44:40.641172,9,Mandatory compliance review required for cross-border transfer.,"Invalid Currency, High-Risk Country Transaction, Large Cross-Border Transaction"
318,69846.35523057255,False,6508.8292684796625,6508.8292684796625,JPY,Germany,2024-03-11 19:44:40.641172,3,,Transaction Older Than 1 Year
147,27147.39284704102,False,13729.680661755088,13729.680661755088,CAD,France,2024-04-24 19:44:40.641172,4,,Large Cross-Border Transaction
501,71488.13267773623,True,1402.1265517664908,1402.1265517664908,AUD,Germany,2024-06-27 19:44:40.641172,3,,Invalid Currency
352,15699.644476882417,False,3505.8799291474284,3505.8799291474284,JPY,USA,2024-04-28 19:44:40.641172,1,,Low Risk
808,90544.52913141077,False,17116.187805526668,17116.187805526668,AUD,UK,2024-02-27 19:44:40.641172,5,,"Invalid Currency, Transaction Older Than 1 Year"
358,79961.64630900102,False,4551.319344900063,4551.319344900063,CAD,USA,2025-03-17 19:44:40.641172,1,,Low Risk
273,39714.62395389489,False,16742.45209360637,16742.45209360637,AUD,India,2024-11-22 19:44:40.641172,6,,"Invalid Currency, Large Cross-Border Transaction"
946,15076.7509921425,False,5592.729008203664,5592.729008203664,CAD,France,2024-04-07 19:44:40.642104,1,,Low Risk
867,14171.616335942006,False,12861.209382073566,12861.209382073566,USD,Japan,2024-05-14 19:44:40.642104,4,,Large Cross-Border Transaction
510,90547.65944428444,False,13886.069964461522,13886.069964461522,EUR,India,2024-05-18 19:44:40.642104,4,,Large Cross-Border Transaction
12,18241.611908462422,False,10257.968515369608,10257.968515369608,INR,Iran,2024-05-25 19:44:40.642104,7,Mandatory compliance review required for cross-border transfer.,"High-Risk Country Transaction, Large Cross-Border Transaction"
143,28581.007352515324,False,6113.160427167659,6113.160427167659,EUR,Afghanistan,2024-04-23 19:44:40.642104,1,,Low Risk
167,1182.6813828818063,False,4260.761083658212,4260.761083658212,CHF,Australia,2024-11-11 19:44:40.642156,3,,Invalid Currency
269,35947.1653639379,False,673.4551977029001,673.4551977029001,CHF,France,2024-06-06 19:44:40.642156,3,,Invalid Currency
94,46307.21814170147,False,6085.888560802069,6085.888560802069,GBP,Japan,2024-09-15 19:44:40.642156,1,,Low Risk
106,57031.97951864452,False,13066.724182720347,13141.22425595032,EUR,Germany,2024-08-26 19:44:40.642156,1,,Low Risk
787,32363.351646830473,False,18766.71332078517,18766.71332078517,CAD,Germany,2025-02-09 19:44:40.642156,1,,Low Risk
713,82890.87716427774,False,17425.37760043841,17425.37760043841,CAD,France,2025-01-04 19:44:40.642156,4,,Large Cross-Border Transaction
313,38928.861239979255,False,15323.634882940698,15330.254739312166,GBP,Afghanistan,2024-05-07 19:44:40.642156,4,Mandatory compliance review required for cross-border transfer.,Large Cross-Border Transaction
604,91101.62573093486,False,15771.06239163344,15771.06239163344,JPY,USA,2024-10-29 19:44:40.642156,1,,Low Risk
236,55724.44611958918,False,13303.048220485145,13303.335580178375,CAD,Germany,2024-03-14 19:44:40.642156,3,,Transaction Older Than 1 Year
60,77149.90763392598,False,5213.1342827444005,5256.084054075777,GBP,UK,2024-06-10 19:44:40.642156,1,,Low Risk
747,91449.75339790348,False,18144.828663809538,18144.828663809538,CAD,India,2024-10-03 19:44:40.642156,4,,Large Cross-Border Transaction
696,-3641.7900857215704,False,13417.938914997623,13417.938914997623,INR,Japan,2024-12-20 19:44:40.642156,7,,"Unauthorized Overdraft, Large Cross-Border Transaction"
409,3215.1951926223387,False,11213.208213298994,11213.208213298994,CAD,France,2024-07-03 19:44:40.642156,4,,Large Cross-Border Transaction
360,47274.27102367873,False,2228.6794895774865,2228.6794895774865,USD,UK,2025-02-28 19:44:40.642156,1,,Low Risk
233,-2849.991662584372,False,8946.640320690445,8946.640320690445,GBP,France,2024-06-04 19:44:40.642156,4,,Unauthorized Overdraft
900,94152.33439677487,False,9212.561841326507,9287.476471442129,AUD,UK,2024-11-01 19:44:40.642156,3,,Invalid Currency
948,57671.207180664635,True,17292.626554358172,17360.34809365987,CHF,Canada,2024-10-26 19:44:40.642156,6,,"Invalid Currency, Large Cross-Border Transaction"
639,81030.32812845016,False,10937.497921553892,11014.346357999788,EUR,UK,2024-11-27 19:44:40.642156,1,,Low Risk
101,78938.2067368731,False,7614.206973918489,7614.206973918489,GBP,Russia,2025-01-01 19:44:40.642156,4,,High-Risk Country Transaction
647,51183.10564620769,False,19536.23856692808,19536.23856692808,JPY,Canada,2025-02-26 19:44:40.642156,4,,Large Cross-Border Transaction
745,27303.501919284958,True,2223.3046605930504,2223.3046605930504,CAD,India,2024-11-28 19:44:40.642156,1,,Low Risk
580,44071.23412458617,False,8456.743081955772,8456.743081955772,GBP,France,2024-12-19 19:44:40.642156,1,,Low Risk
87,22726.927942274,False,850.0732566763918,850.0732566763918,INR,Japan,2024-05-22 19:44:40.642156,1,,Low Risk
748,97442.04128585003,False,14800.683374130938,14800.683374130938,GBP,UK,2024-09-19 19:44:40.642156,1,,Low Risk
108,18533.649833702093,False,18362.35027846102,18362.35027846102,INR,Canada,2024-06-13 19:44:40.642156,4,,Large Cross-Border Transaction
454,21223.65589895481,True,5607.946217714284,5632.037593750514,CHF,Canada,2024-10-19 19:44:40.642156,3,,Invalid Currency
941,15370.628004514769,False,17168.250119214426,17168.250119214426,CHF,France,2024-09-30 19:44:40.642156,6,,"Invalid Currency, Large Cross-Border Transaction"
649,2748.479923108019,False,5851.442426933337,5851.442426933337,CAD,India,2024-04-06 19:44:40.642156,1,,Low Risk
377,32942.28586772207,False,18216.295531261865,18216.295531261865,EUR,Iran,2024-10-01 19:44:40.642156,7,Mandatory compliance review required for cross-border transfer.,"High-Risk Country Transaction, Large Cross-Border Transaction"
777,73815.90197790727,False,15081.69845289971,15081.69845289971,CAD,India,2024-10-20 19:44:40.642156,4,,Large Cross-Border Transaction
981,37708.690351117155,False,16100.086469060358,16100.086469060358,JPY,UK,2025-03-09 19:44:40.642156,1,,Low Risk
387,57489.8640066732,False,369.95104645308544,369.95104645308544,USD,Australia,2024-03-10 19:44:40.642156,3,,Transaction Older Than 1 Year
845,37620.73696873041,False,19256.579037909778,19256.579037909778,EUR,USA,2024-05-23 19:44:40.642156,1,,Low Risk
63,1757.1241098928297,False,14536.153131485762,14536.153131485762,EUR,India,2024-11-15 19:44:40.642156,4,,Large Cross-Border Transaction
230,36083.04507698516,False,6101.9743967688055,6101.9743967688055,CHF,Japan,2024-04-16 19:44:40.642156,3,,Invalid Currency
978,49313.24791865683,False,16589.59935052835,16589.59935052835,USD,UK,2024-12-21 19:44:40.642156,1,,Low Risk
375,22504.504015109924,False,5637.60875631445,5637.60875631445,GBP,Iran,2024-06-25 19:44:40.642156,4,,High-Risk Country Transaction
238,10749.165488063803,False,17456.3492529269,17456.3492529269,CAD,Australia,2024-08-13 19:44:40.642156,4,,Large Cross-Border Transaction
991,88732.55298337502,False,2260.482004334621,2260.482004334621,GBP,Japan,2024-05-20 19:44:40.642156,1,,Low Risk
861,49312.547589887676,False,14076.682689441308,14076.682689441308,GBP,USA,2024-05-17 19:44:40.642156,1,,Low Risk
247,41520.94996032967,False,10818.562548131758,10818.562548131758,CAD,Canada,2024-02-22 19:44:40.642156,6,,"Transaction Older Than 1 Year, Large Cross-Border Transaction"
386,87759.45415135259,False,1939.724059206862,1939.724059206862,JPY,Syria,2024-12-05 19:44:40.642156,1,,Low Risk
671,-420.29417206548766,False,4845.457626894191,4845.457626894191,EUR,Australia,2024-04-26 19:44:40.642156,4,,Unauthorized Overdraft
38,91993.57607963477,False,257.9566851835226,259.40362114826667,INR,Afghanistan,2025-02-23 19:44:40.642156,1,,Low Risk
244,42578.829096476424,False,9380.671629635472,9380.671629635472,USD,UK,2024-09-07 19:44:40.642156,1,,Low Risk
519,59548.28527695546,False,6032.292562592407,6062.083969035278,EUR,Canada,2024-09-04 19:44:40.642156,1,,Low Risk
360,8502.269930888244,False,11971.1661111122,11971.1661111122,GBP,Russia,2024-10-20 19:44:40.642156,7,Mandatory compliance review required for cross-border transfer.,"High-Risk Country Transaction, Large Cross-Border Transaction"
394,68182.12195017053,False,5951.783776095258,5951.783776095258,USD,Canada,2024-03-04 19:44:40.642156,3,,Transaction Older Than 1 Year
77,36490.55911870274,False,6005.383039024624,6005.383039024624,INR,USA,2025-01-12 19:44:40.642156,1,,Low Risk
443,15728.060562841496,False,14866.432042644752,14882.136819316132,EUR,Canada,2024-10-14 19:44:40.642156,4,,Large Cross-Border Transaction
769,43251.30736234737,False,972.3752912072854,972.3752912072854,EUR,Australia,2024-04-05 19:44:40.642156,1,,Low Risk
37,24671.177065612363,False,18058.870953887825,18085.8541174024,JPY,India,2024-02-21 19:44:40.642156,6,,"Transaction Older Than 1 Year, Large Cross-Border Transaction"
409,56171.59203719268,False,17046.754849079716,17046.754849079716,EUR,India,2024-12-10 19:44:40.642156,4,,Large Cross-Border Transaction
350,7029.193957429029,False,13359.415617695866,13359.415617695866,EUR,India,2024-07-30 19:44:40.642156,4,,Large Cross-Border Transaction
578,93955.94426226249,False,11868.499186446612,11868.499186446612,INR,Australia,2024-09-15 19:44:40.642156,4,,Large Cross-Border Transaction
612,40136.229781445065,False,17847.12693781165,17882.490106261772,INR,Germany,2024-04-14 19:44:40.642156,1,,Low Risk
984,91739.62618867806,False,3714.750288779002,3714.750288779002,USD,France,2024-03-27 19:44:40.642156,1,,Low Risk
844,35156.40975395266,False,1588.593552194664,1588.593552194664,GBP,India,2024-12-04 19:44:40.642156,1,,Low Risk
261,96994.44834167886,False,4797.808296491667,4797.808296491667,INR,Syria,2024-04-20 19:44:40.642156,1,,Low Risk
824,23894.459826567978,False,15893.619791216803,15893.619791216803,USD,USA,2024-05-26 19:44:40.642156,1,,Low Risk
463,90765.89074521669,False,703.0586318624016,703.0586318624016,EUR,Canada,2024-03-20 19:44:40.642156,3,,Transaction Older Than 1 Year
554,38150.99657743905,False,11660.308633318959,11660.308633318959,CHF,Japan,2024-07-11 19:44:40.642156,6,,"Invalid Currency, Large Cross-Border Transaction"
448,66553.2023475504,False,19908.795948664287,19908.795948664287,USD,Germany,2024-05-11 19:44:40.642156,1,,Low Risk
49,47399.82990097851,False,17115.364915812414,17115.364915812414,CHF,Canada,2024-09-11 19:44:40.642156,6,,"Invalid Currency, Large Cross-Border Transaction"
814,-1310.1961154527992,False,10433.699323981353,10433.699323981353,USD,Australia,2025-01-11 19:44:40.642156,7,,"Unauthorized Overdraft, Large Cross-Border Transaction"
71,64627.13240902696,False,1282.1817766399804,1282.1817766399804,USD,USA,2024-06-27 19:44:40.642156,1,,Low Risk
246,19149.70329430029,False,16629.15655257034,16629.15655257034,CHF,Russia,2024-04-23 19:44:40.642156,9,Mandatory compliance review required for cross-border transfer.,"Invalid Currency, High-Risk Country Transaction, Large Cross-Border Transaction"
2,43539.251126514246,False,11983.580378462439,12076.979547187872,CAD,Russia,2024-08-26 19:44:40.642156,7,Mandatory compliance review required for cross-border transfer.,"High-Risk Country Transaction, Large Cross-Border Transaction"
835,17032.32539394064,False,2307.510611220741,2319.001230912167,USD,Afghanistan,2024-09-28 19:44:40.642156,1,,Low Risk
900,32275.70864175951,False,1886.2071236188904,1886.2071236188904,CHF,UK,2024-07-27 19:44:40.642156,3,,Invalid Currency
